id,canonical_name,country_iso,country_tier,country_tier_label,trl_level,trl_band,trl_evidence,trl_confidence,trl_source_url,trl_history_count,subsystem_count,primary_approach,all_approaches,tech_tree_node_count,tech_tree_primary_node,tech_tree_primary_method,tech_tree_primary_confidence,tech_tree_primary_reasoning,tech_tree_primary_source_url,tech_tree_all_nodes,tech_tree_all_methods,tech_tree_all_confidences,tech_tree_all_reasonings,tech_tree_all_source_urls,tech_tree_product_clusters,vc_funding_stage,vc_funding_stage_reasoning,foreign_ownership_flag,foreign_ownership_flag_reasoning,key_investors,key_investors_count,role_in_supply_chain,role_in_supply_chain_confidence,role_in_supply_chain_reasoning,role_in_supply_chain_source_url,regulatory_risk_score,regulatory_risk_score_confidence,regulatory_risk_score_reasoning,regulatory_risk_score_source_url,export_control_exposure,export_control_exposure_confidence,export_control_exposure_reasoning,customer_count_band,customer_count_band_reasoning,current_capacity,current_capacity_reasoning,manufacturing_countries,manufacturing_countries_reasoning,critical_material_deps,sole_source_dependency,critical_material_deps_reasoning,financial_risk_score,financial_risk_label,financial_risk_summary,commercial_risk_score,commercial_risk_label,commercial_risk_summary,manufacturing_risk_score,manufacturing_risk_label,manufacturing_risk_summary,geopolitical_risk_score,geopolitical_risk_label,geopolitical_risk_summary,founded_year,headcount_range,funding_total_usd,domain,linkedin_url,linkedin_industry,linkedin_headquarters,linkedin_specialties,linkedin_company_size_text,has_ownership_chain,ownership_top_shareholders,effective_country_tier,tier_shift,description,source,source_url,discovered_via,confidence,last_seen_at
stellopt-github,STELLOPT — Stellarator Optimization Suite,US,,,,,,,,0,0,supplier.simulation_software,supplier.simulation_software|magnetic_confinement.stellarator,3,concept_stellarator,deterministic,0.9,approach tag 'magnetic_confinement.stellarator': Stellarator approach tag maps directly to stellarator concept node.,https://github.com/PrincetonUniversity/STELLOPT,concept_stellarator|milestone_w7x_optimization_proof|tech_ai_ml_control,deterministic|deterministic|deterministic,0.90|0.70|0.70,approach tag 'magnetic_confinement.stellarator': Stellarator approach tag maps directly to stellarator concept node.|description match 'W7-?X/Wendelstein/stellarator': W7-X is the flagship optimised-stellarator physics proof.|approach tag 'supplier.simulation_software': Simulation-software supplier maps to AI/ML & computational enabling-tech node.,https://github.com/PrincetonUniversity/STELLOPT|https://github.com/PrincetonUniversity/STELLOPT|https://github.com/PrincetonUniversity/STELLOPT,||,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Component Manufacturer,0.4,PPPL open-source stellarator optimization suite,https://github.com/PrincetonUniversity/STELLOPT,0.15,0.8,Open-source simulation code,https://github.com/PrincetonUniversity/STELLOPT,Low,0.75,Open-source academic software,Unknown,Open-source academic code,Lab Scale,Open-source academic project,,,,False,,0.2,low,"Open-source GitHub project, not a commercial company; no funding burn or runway risk.",0.15,low,"Open-source code repository; not a commercial entity, so commercial-traction risk does not apply in conventional sense.",0.1,low,Pure software / simulation / open-source code project; no physical manufacturing footprint.,0.2,low,Tier-1 ally jurisdiction (US) with low export-control exposure and no foreign ownership / tier-3 ties.,,,,github.com,,,,,,False,,,False,"PPPL stellarator equilibrium + optimization (used for W7-X, HSX, Type One Energy design).",manual,https://github.com/PrincetonUniversity/STELLOPT,github_curated_v10,0.75,2026-05-11 19:44:00
sandbox-studio,Sandbox Studio,US,1,aligned,,,,,,0,0,supplier.engineering_services,supplier.engineering_services,0,,,,,,,,,,,,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,sandboxstudio.net,,,,,,False,,,False,,fia,https://www.fusionindustryassociation.org/about/members/,,0.95,2026-05-11T14:52:49+00:00
sargent-lundy,Sargent & Lundy,US,1,aligned,,,,,,0,0,supplier.engineering_services,supplier.engineering_services,2,concept_lwr_smr,llm,0.55,Sargent & Lundy is a long-standing nuclear-plant engineering firm primarily active in LWR/SMR designs.,https://www.fusionindustryassociation.org/about/members/,concept_lwr_smr|concept_lts_tokamak,llm|llm,0.55|0.40,Sargent & Lundy is a long-standing nuclear-plant engineering firm primarily active in LWR/SMR designs.|Also engages on fusion power-plant engineering studies via FIA membership.,https://www.fusionindustryassociation.org/about/members/|https://www.fusionindustryassociation.org/about/members/,Engineering Services > Nuclear Plant Design|Engineering Services > Fusion,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,System Integrator,0.8,Major engineering / EPC firm with nuclear practice.,https://www.fusionindustryassociation.org/about/members/,0.6,0.65,Nuclear engineering services.,https://www.fusionindustryassociation.org/about/members/,Medium,0.55,Engineering services with some controlled exposure.,20+,Major US engineering consultancy.,Commercial Factory,Established engineering services firm.,,,,False,,0.1,low,"Established large enterprise / public conglomerate with diversified revenue; fusion/fission work is one program of many. Customer band 20+, role System Integrator. Burn-rate risk is negligible.",0.18,low,Diversified incumbent with customer band 20+ and Commercial Factory; fusion/fission is a small program riding existing customer relationships.,0.08,low,Professional services / legal / engineering consultancy — no manufacturing exposure. Role System Integrator.,0.2,low,"HQ US (tier 1), foreign ownership None, manufacturing in n/a, export-control Medium. Tier-1 base with limited export-control / cross-border factors.",,,,sargentlundy.com,,,,,,False,,,False,,fia,https://www.fusionindustryassociation.org/about/members/,,0.95,2026-05-11T14:52:49+00:00
sekai-e2af,Sekai E2af,,,,,,,,,0,0,,,0,,,,,,,,,,,,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,manual,https://www.crunchbase.com/organization/sekai-e2af,serp:crunchbase,0.55,2026-05-11 19:38:17
serpent-github,Serpent — Monte Carlo reactor physics code,FI,,,,,,,,0,0,supplier.simulation_software,supplier.simulation_software|supplier.materials_blanket,2,tech_tritium_breeding,deterministic,0.85,approach tag 'supplier.materials_blanket': Blanket-materials supplier tag maps to tritium breeding (breeder blankets are core mechanism).,https://serpent.vtt.fi/serpent/,tech_tritium_breeding|tech_ai_ml_control,deterministic|deterministic,0.85|0.70,approach tag 'supplier.materials_blanket': Blanket-materials supplier tag maps to tritium breeding (breeder blankets are core mechanism).|approach tag 'supplier.simulation_software': Simulation-software supplier maps to AI/ML & computational enabling-tech node.,https://serpent.vtt.fi/serpent/|https://serpent.vtt.fi/serpent/,|,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Component Manufacturer,0.4,VTT-developed Monte Carlo neutron transport code,https://serpent.vtt.fi/serpent/,0.2,0.7,Neutron transport software; dual-use but software-only,https://serpent.vtt.fi/serpent/,Medium,0.55,Neutronics code used for nuclear analysis; some export controls,20+,Widely used neutronics code across nuclear community,Lab Scale,Research-institute-developed software,,,,False,,0.2,low,"Open-source GitHub project, not a commercial company; no funding burn or runway risk.",0.15,low,"Open-source code repository; not a commercial entity, so commercial-traction risk does not apply in conventional sense.",0.1,low,Pure software / simulation / open-source code project; no physical manufacturing footprint.,0.35,medium,Tier-1 ally jurisdiction (FI) with medium export-control exposure and no foreign ownership / tier-3 ties.,,,,serpent.vtt.fi,,,,,,False,,,False,Monte Carlo neutron transport; fusion-blanket TBR calculations.,manual,https://serpent.vtt.fi/serpent/,github_curated_v10,0.75,2026-05-11 19:44:00
sigmaphi,Sigmaphi,FR,1,aligned,,,,,,0,0,,,2,tech_hts_magnets,llm,0.55,Sigmaphi is a French magnet manufacturer for fusion and accelerator applications.,https://www.fusionindustryassociation.org/about/members/,tech_hts_magnets|concept_lts_tokamak,llm|llm,0.55|0.40,Sigmaphi is a French magnet manufacturer for fusion and accelerator applications.|Magnet supplier to ITER-class LTS tokamaks.,https://www.fusionindustryassociation.org/about/members/|https://www.fusionindustryassociation.org/about/members/,Magnets > Resistive & Superconducting|,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Component Manufacturer,0.7,Magnet supplier (HTS tag in tech tree),https://www.fusionindustryassociation.org/about/members/,0.5,0.5,HTS magnet vendor — moderate nuclear-adjacent exposure,https://www.fusionindustryassociation.org/about/members/,High,0.55,HTS magnets at industrial scale are export-controlled,20+,Established magnet vendor,Commercial Factory,Established magnet manufacturer,,,REBCO,False,HTS magnets typically rely on REBCO tape,0.15,low,"Established industrial/commercial supplier with revenue-generating customer base (20+ customers, Commercial Factory). Not a venture-funded pre-revenue startup; low burn risk.",0.15,low,Established supplier with 20+ customers and Commercial Factory capacity demonstrates proven commercial traction in Component Manufacturer role.,0.5,medium,Manufacturer depends on critical fusion materials (REBCO) but with diversified sourcing and Commercial Factory capacity; supply tightness possible but not single-point-failure.,0.4,medium,Tier-1 HQ (FR) with High export-control exposure (typical for HTS magnets / tritium / ICF / laser tech); manageable via licensing but adds friction to international sales.,,,,sigmaphi.fr,,,,,,False,,,False,,fia,https://www.fusionindustryassociation.org/about/members/,,0.95,2026-05-11T14:52:49+00:00
smilei-github,Smilei — Open-source PIC code,FR,,,,,,,,0,0,supplier.simulation_software,supplier.simulation_software,1,tech_ai_ml_control,deterministic,0.7,approach tag 'supplier.simulation_software': Simulation-software supplier maps to AI/ML & computational enabling-tech node.,https://github.com/SmileiPIC/Smilei,tech_ai_ml_control,deterministic,0.70,approach tag 'supplier.simulation_software': Simulation-software supplier maps to AI/ML & computational enabling-tech node.,https://github.com/SmileiPIC/Smilei,,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Component Manufacturer,0.35,Open-source PIC code,https://github.com/SmileiPIC/Smilei,0.1,0.85,Open-source simulation code,https://github.com/SmileiPIC/Smilei,Low,0.8,Open-source academic software,Unknown,Open-source project,Lab Scale,Open-source academic software,,,,False,,0.2,low,"Open-source GitHub project, not a commercial company; no funding burn or runway risk.",0.15,low,"Open-source code repository; not a commercial entity, so commercial-traction risk does not apply in conventional sense.",0.1,low,Pure software / simulation / open-source code project; no physical manufacturing footprint.,0.2,low,Tier-1 ally jurisdiction (FR) with low export-control exposure and no foreign ownership / tier-3 ties.,,,,github.com,,,,,,False,,,False,Particle-in-cell + collisional Monte Carlo; laser-plasma & astrophysics.,manual,https://github.com/SmileiPIC/Smilei,github_curated_v10,0.75,2026-05-11 19:44:00
sophelio,Sophelio,US,1,aligned,,,,,,0,0,supplier.simulation_software,supplier.simulation_software,1,tech_ai_ml_control,deterministic,0.7,approach tag 'supplier.simulation_software': Simulation-software supplier maps to AI/ML & computational enabling-tech node.,https://www.fusionindustryassociation.org/about/members/,tech_ai_ml_control,deterministic,0.70,approach tag 'supplier.simulation_software': Simulation-software supplier maps to AI/ML & computational enabling-tech node.,https://www.fusionindustryassociation.org/about/members/,,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Component Manufacturer,0.3,Simulation software vendor.,https://www.fusionindustryassociation.org/about/members/,0.2,0.7,Software/AI for fusion.,https://www.fusionindustryassociation.org/about/members/,Low,0.6,Simulation software.,Unknown,"Software startup, no info.",Lab Scale,Early-stage software firm.,,,,False,,0.65,high,Funding stage and total unknown; no named investors; customer band Unknown. Sparse signals point to early-stage pre-revenue burn risk.,0.7,high,"Capacity Lab Scale, customer band Unknown, TRL None, role Component Manufacturer. Low TRL and pre-revenue.",0.5,medium,"Capacity Lab Scale, 0 critical materials (none listed), 0 sole-sourced, reg-score 0.2. Manufacturing in 0 country(ies). Moderate or limited exposure.",0.15,low,"HQ US (tier 1), foreign ownership None, manufacturing in n/a, export-control Low. Tier-1 base with limited export-control / cross-border factors.",,,,sophelio.io,,,,,,False,,,False,,fia,https://www.fusionindustryassociation.org/about/members/,,0.95,2026-05-11T14:52:49+00:00
southern-company,Southern Company,US,1,aligned,,,,,,0,0,supplier.engineering_services,supplier.engineering_services,1,concept_msr,llm,0.55,"Southern Company is a known MSR partner (TerraPower MCRE, ORNL collaboration) within nuclear engineering services.",https://www.fusionindustryassociation.org/about/members/,concept_msr,llm,0.55,"Southern Company is a known MSR partner (TerraPower MCRE, ORNL collaboration) within nuclear engineering services.",https://www.fusionindustryassociation.org/about/members/,,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Operator,0.6,Utility operator engaged in MSR concept work,https://www.fusionindustryassociation.org/about/members/,0.75,0.7,Major US utility with nuclear fleet and MSR engagement,https://www.fusionindustryassociation.org/about/members/,Medium,0.55,Utility — limited direct export-controlled goods,20+,Large US utility serving millions of customers,Commercial Factory,Major US utility operator,,,,False,,0.15,low,"Established industrial/commercial supplier with revenue-generating customer base (20+ customers, Commercial Factory). Not a venture-funded pre-revenue startup; low burn risk.",0.15,low,Established supplier with 20+ customers and Commercial Factory capacity demonstrates proven commercial traction in Operator role.,0.2,low,Operational Commercial Factory in Operator role without disclosed critical-material dependencies; established manufacturing footprint.,0.25,medium,Tier-1 HQ (US) with Medium export-control exposure and no foreign-ownership flag; baseline allied jurisdiction risk only.,,,,southerncompany.com,,,,,,False,,,False,,fia,https://www.fusionindustryassociation.org/about/members/,,0.95,2026-05-11T14:52:49+00:00
spellman-high-voltage-electronics,Spellman High Voltage Electronics,US,1,aligned,,,,,,0,0,supplier.power_electronics,supplier.power_electronics,2,tech_plasma_heating,llm,0.55,High-voltage power-electronics supplier; HV PSUs typically feed plasma heating/NBI/RF systems in fusion devices.,https://www.fusionindustryassociation.org/about/members/,tech_plasma_heating|concept_lts_tokamak,llm|llm,0.55|0.45,High-voltage power-electronics supplier; HV PSUs typically feed plasma heating/NBI/RF systems in fusion devices.|Default dominant fusion concept served by HV power-electronics supplier.,https://www.fusionindustryassociation.org/about/members/|https://www.fusionindustryassociation.org/about/members/,Power Electronics > High-Voltage PSUs|,Unknown,No funding_total_usd recorded — VC stage not inferable from totals.,,,,0,Component Manufacturer,0.8,Power electronics supplier role,https://www.fusionindustryassociation.org/about/members/,0.3,0.65,"High-voltage power electronics, non-nuclear specific",https://www.fusionindustryassociation.org/about/members/,Medium,0.6,High-voltage electronics with dual-use potential,20+,Established high-voltage electronics manufacturer,Commercial Factory,Established commercial manufacturer,,,,False,,0.1,low,"Spellman High Voltage Electronics is an established conglomerate / public-listed integrator with diversified revenue (customer_count_band='20+', role='Component Manufacturer'); no startup burn risk.",0.12,low,Spellman High Voltage Electronics is an established Component Manufacturer with customer_count_band='20+' and Commercial Factory; broad existing customer base implies low commercial risk.,0.2,low,Spellman High Voltage Electronics: Component Manufacturer at Commercial Factory; drivers: Commercial Factory in place.,0.23,low,"Spellman High Voltage Electronics (US, tier=1): tier-1 HQ (US), Medium export exposure.",,,,spellmanhv.com,,,,,,False,,,False,,fia,https://www.fusionindustryassociation.org/about/members/,,0.95,2026-05-11T14:52:49+00:00
